user_id,cnt
97,5
104,5
142,5
150,5
156,5
158,5
207,5
211,5
238,5
247,5
293,5
297,5
309,5
317,5
329,5
366,5
413,5
418,5
419,5
420,5
432,5
460,5
470,5
570,5
581,5
582,5
592,5
613,5
623,5
633,5
698,5
732,5
745,5
755,5
768,5
842,5
872,5
909,5
939,5
964,5
1023,5
1027,5
1081,5
1088,5
1108,5
1120,5
1124,5
1167,5
1183,5
1207,5
1243,5
1249,5
1406,5
1485,5
1501,5
1522,5
40,6
169,6
201,6
285,6
291,6
302,6
381,6
439,6
541,6
552,6
564,6
617,6
645,6
693,6
715,6
727,6
769,6
771,6
869,6
883,6
895,6
955,6
994,6
1003,6
1017,6
1055,6
1123,6
1145,6
1224,6
1233,6
1252,6
1296,6
1356,6
1364,6
1368,6
1418,6
1526,6
35,7
50,7
67,7
110,7
131,7
149,7
154,7
196,7
236,7
265,7
377,7
385,7
406,7
436,7
437,7
458,7
471,7
500,7
548,7
575,7
580,7
587,7
598,7
648,7
673,7
887,7
1077,7
1147,7
1152,7
1172,7
1255,7
1259,7
1332,7
1354,7
1363,7
1415,7
1477,7
1532,7
1548,7
1554,7
82,8
103,8
175,8
198,8
199,8
210,8
268,8
273,8
281,8
300,8
312,8
414,8
415,8
483,8
544,8
604,8
609,8
627,8
631,8
706,8
708,8
709,8
726,8
823,8
835,8
886,8
890,8
922,8
948,8
954,8
973,8
978,8
1026,8
1030,8
1034,8
1038,8
1053,8
1069,8
1109,8
1174,8
1192,8
1232,8
1250,8
1341,8
1349,8
1369,8
1433,8
22,9
155,9
200,9
212,9
271,9
343,9
347,9
384,9
450,9
468,9
489,9
512,9
555,9
588,9
607,9
612,9
620,9
647,9
692,9
740,9
761,9
816,9
859,9
957,9
975,9
1134,9
1139,9
1184,9
1254,9
1295,9
1297,9
1398,9
95,10
183,10
209,10
295,10
314,10
354,10
365,10
554,10
572,10
573,10
678,10
707,10
793,10
814,10
1011,10
1019,10
1076,10
1086,10
1090,10
1171,10
1299,10
1348,10
1472,10
1490,10
164,11
173,11
288,11
364,11
583,11
699,11
712,11
723,11
868,11
912,11
981,11
999,11
1084,11
1150,11
1179,11
1195,11
1464,11
1506,11
1542,11
120,12
141,12
147,12
153,12
270,12
272,12
336,12
357,12
567,12
622,12
748,12
749,12
820,12
838,12
927,12
1009,12
1218,12
1352,12
1521,12
108,13
187,13
228,13
301,13
331,13
344,13
346,13
348,13
363,13
401,13
447,13
473,13
494,13
560,13
579,13
597,13
822,13
853,13
1021,13
1035,13
1186,13
1293,13
1342,13
1371,13
1446,13
1545,13
42,14
134,14
140,14
372,14
423,14
563,14
642,14
651,14
694,14
695,14
743,14
758,14
779,14
1024,14
1025,14
1072,14
1104,14
1318,14
1319,14
1530,14
205,15
244,15
275,15
475,15
547,15
674,15
683,15
809,15
933,15
1020,15
1052,15
1113,15
1114,15
1159,15
1258,15
1357,15
1425,15
68,16
132,16
241,16
274,16
306,16
485,16
601,16
625,16
643,16
684,16
701,16
871,16
1311,16
1345,16
1378,16
31,17
122,17
143,17
165,17
245,17
545,17
667,17
764,17
900,17
967,17
976,17
1043,17
1093,17
1110,17
29,18
49,18
81,18
126,18
574,18
594,18
650,18
714,18
794,18
819,18
857,18
866,18
1045,18
1046,18
1312,18
1389,18
54,19
87,19
118,19
206,19
313,19
421,19
461,19
495,19
772,19
844,19
936,19
992,19
1016,19
1185,19
1317,19
1508,19
242,20
318,20
360,20
379,20
469,20
527,20
632,20
790,20
799,20
929,20
1033,20
1070,20
1340,20
1376,20
1512,20
96,21
172,21
185,21
289,21
337,21
362,21
443,21
464,21
961,21
1504,21
1507,21
58,22
78,22
88,22
197,22
227,22
392,22
395,22
402,22
553,22
837,22
945,22
1080,22
1281,22
1514,22
28,23
170,23
374,23
821,23
849,23
1036,23
1121,23
307,24
342,24
431,24
441,24
490,24
818,24
899,24
972,24
1422,24
1474,24
102,25
177,25
276,25
322,25
409,25
762,25
767,25
917,25
1061,25
1158,25
1431,25
101,26
192,26
640,26
686,26
720,26
1229,26
1322,26
1454,26
182,27
249,27
299,27
422,27
704,27
963,27
1029,27
1191,27
1290,27
151,28
721,28
781,28
828,28
937,28
1237,28
1353,28
180,29
391,29
476,29
682,29
718,29
832,29
1456,29
1524,29
112,30
243,30
410,30
511,30
602,30
606,30
615,30
702,30
1164,30
1247,30
1424,30
1481,30
10,31
675,31
855,31
1382,31
1480,31
7,32
77,32
85,32
324,32
1092,32
1144,32
186,33
577,33
690,33
763,33
824,33
845,33
1177,33
1476,33
222,34
666,34
672,34
680,34
1176,34
1516,34
160,35
417,35
733,35
1200,35
21,36
501,36
576,36
591,36
808,36
1239,36
234,37
335,37
571,37
759,37
1271,37
89,38
109,38
480,38
969,38
1362,38
292,39
339,39
652,39
803,39
79,40
452,40
519,40
773,40
792,40
836,40
1062,40
1067,40
1117,40
1438,40
445,41
466,41
542,41
654,41
685,41
875,41
892,41
1343,41
585,42
1137,42
1531,42
304,43
403,43
705,43
261,44
1008,44
1083,44
630,45
664,45
795,45
1242,45
1413,45
11,46
14,46
34,46
584,46
586,46
840,46
867,46
55,47
798,47
910,47
1527,47
330,48
752,48
980,48
1300,48
528,49
943,49
1,50
125,50
663,50
1399,50
33,51
639,51
797,51
1411,51
1442,51
472,52
742,52
1089,52
1429,52
83,53
351,53
1308,53
298,54
334,54
566,54
870,54
1306,54
194,55
811,55
1209,55
700,56
710,56
724,56
776,56
1203,56
1310,56
1221,57
411,58
736,59
754,59
807,59
26,60
284,60
311,60
621,61
1518,61
1135,62
1487,63
502,65
521,65
1187,65
139,66
1196,66
496,67
499,67
1315,67
262,68
51,69
646,69
990,69
70,71
616,71
730,71
747,71
217,72
725,72
932,75
516,76
944,77
323,78
533,78
1303,78
258,79
474,79
688,79
765,79
18,80
962,80
1051,80
1079,80
1401,80
1420,81
1432,81
9,82
119,82
804,82
919,82
1366,82
525,86
1494,87
1538,88
327,89
62,90
1534,90
728,91
1471,91
456,92
5,93
661,93
100,94
355,94
428,94
825,94
1539,94
711,95
1091,97
1169,97
1294,98
753,99
1540,99
636,100
589,101
1344,101
6,104
1085,105
1528,105
161,106
219,106
433,107
254,109
896,110
1141,110
1386,110
84,111
53,113
370,113
86,114
382,118
960,121
442,122
608,122
1262,122
1265,122
1320,122
1444,122
559,124
316,125
1044,126
444,127
522,128
1173,129
93,130
1165,130
1428,131
783,132
1160,132
901,133
321,135
27,137
897,142
397,144
1018,144
1291,145
213,158
319,161
1486,161
3,162
1075,163
1131,164
320,167
113,168
1533,169
1170,172
105,177
775,178
47,180
380,181
532,183
1430,184
1448,184
63,194
493,197
1419,198
216,199
264,199
1097,202
36,204
491,204
846,204
65,206
399,207
1321,209
1326,210
396,212
231,213
517,213
45,217
1122,219
1125,219
535,221
1513,221
203,226
193,230
353,233
208,234
1550,242
1552,245
32,248
894,253
1126,253
61,254
269,263
181,266
1002,266
387,267
1394,269
908,271
578,272
1231,281
157,283
863,286
874,290
279,295
1392,297
1161,299
305,300
308,301
1022,302
1549,303
1443,304
770,306
1244,309
802,312
1351,314
530,316
189,317
786,318
1059,320
518,321
1417,326
858,343
2,346
641,346
358,347
1057,347
74,354
1094,355
416,360
69,366
462,368
20,385
1154,388
593,402
1280,403
1309,404
537,410
635,410
80,411
1225,412
1336,413
12,414
1405,414
46,415
121,415
253,418
1157,420
44,431
930,433
1037,444
1391,450
1544,455
427,457
223,462
479,462
283,464
1251,468
255,470
41,481
73,489
259,490
543,505
713,507
280,526
13,552
539,553
1142,564
98,575
1338,588
1285,592
1143,597
1073,598
1553,598
788,608
982,624
367,627
833,628
1426,629
16,630
520,643
8,650
549,659
1482,663
914,668
1000,670
426,678
1543,678
1493,705
949,706
956,706
1112,714
1103,723
618,727
1460,770
831,777
1220,782
1146,784
1190,852
568,855
497,864
877,890
378,902
851,961
1095,970
1106,976
1248,998
1339,1055
38,1074
789,1096
508,1120
1451,1120
191,1178
440,1188
59,1218
717,1224
66,1226
750,1290
1509,1298
689,1321
136,1369
834,1376
277,1429
1153,1432
148,1489
1289,1497
751,1552
459,1583
1087,1724
1491,1777
605,1883
146,1889
1400,1904
215,1943
1014,1977
1129,2014
888,2080
1302,2199
524,2219
504,2232
1511,2282
953,2290
138,2293
492,2442
1071,2519
1148,2535
660,2632
376,2659
1298,2814
1049,2862
904,2959
800,3184
310,3346
1193,3417
1042,3522
1138,3991
644,4000
669,4005
1140,4113
531,4133
1337,4259
958,4455
817,4476
25,4706
393,4971
449,4987
1519,5290
529,6157
145,6200
350,6576
1397,7564
388,7669
171,8283
611,8688
995,9394
92,9510
722,10051
1496,10160
233,10826
1478,10979
1235,11818
756,13007
924,13296
1068,13555
1301,15631
1410,17569
435,18194
1537,24145
668,24865
1181,24916
1136,24958
400,26871
1272,28238
1050,29012
1457,29394
993,31057
1197,31918
1323,35598
1475,36152
1510,39209
1390,45144
827,63028
551,74255
